DATE,MEDDAYONMARNJ,MEDLISPRIMM34017,MEDLISPRIPERSQUFEENJ,MEDLISPRIPERSQUFEEMM34025,MEDLISPRIMM34009,MEDLISPRI34023,MEDLISPRI34003,NJSTHPI,CORESTICKM159SFRBATL,UNRATE,CORESTICKM159SFRBATL_normalized,UNRATE_normalized
1973-06-01,,,,,,,,,3.098743668,4.9,-0.4592407746452436,-0.4599408351871653
1973-07-01,,,,,,,,,3.013319714,4.8,-0.49111263512443354,-0.5184326213999334
1973-08-01,,,,,,,,,3.322713188,4.8,-0.3756772662991989,-0.5184326213999334
1973-09-01,,,,,,,,,3.944607922,4.8,-0.14364700702565888,-0.5184326213999334
1973-10-01,,,,,,,,,4.765238145,4.6,0.16253188949864084,-0.635416193825469
1973-11-01,,,,,,,,,4.927794502,4.8,0.22318201499282497,-0.5184326213999334
1973-12-01,,,,,,,,,5.30805948,4.9,0.36505969398598215,-0.4599408351871653
1974-01-01,,,,,,,,,5.845776926,5.1,0.5656832265391389,-0.3429572627616302
1974-02-01,,,,,,,,,6.291538116,5.2,0.7319976827245513,-0.2844654765488621
1974-03-01,,,,,,,,,6.816162733,5.1,0.9277362526925542,-0.3429572627616302
1974-04-01,,,,,,,,,7.104721156,5.1,1.0353980192966978,-0.3429572627616302
1974-05-01,,,,,,,,,7.728315605,5.1,1.2680624458827738,-0.3429572627616302
1974-06-01,,,,,,,,,8.616369341,5.4,1.5993971997366567,-0.16748190412332647
1974-07-01,,,,,,,,,9.526994824,5.5,1.9391535208145945,-0.10899011791055893
1974-08-01,,,,,,,,,10.103211029,5.5,2.154141022933828,-0.10899011791055893
1974-09-01,,,,,,,,,10.593110106,5.9,2.3369234194385355,0.12497702694051231
1974-10-01,,,,,,,,,10.561468061,6.0,2.325117704574105,0.18346881315327987
1974-11-01,,,,,,,,,10.985727169,6.6,2.483409687841487,0.5344195304298862
1974-12-01,,,,,,,,,11.496042915,7.2,2.6738095873456205,0.8853702477064931
1975-01-01,,,,,,,,64.45,11.624378564,8.1,2.721691893278618,1.4117963236214026
1975-02-01,,,,,,,,,11.784135357,8.1,2.781297495439094,1.4117963236214026
1975-03-01,,,,,,,,,11.573788456,8.6,2.702816615463649,1.7042552546852414
1975-04-01,,,,,,,,59.26,11.698351766,8.8,2.749291453623752,1.8212388271107776
1975-05-01,,,,,,,,,10.926931315,9.0,2.4614728285918805,1.9382223995363126
1975-06-01,,,,,,,,,10.432971739,8.8,2.27717545120015,1.8212388271107776
1975-07-01,,,,,,,,60.26,9.76743143,8.6,2.0288609342705666,1.7042552546852414
1975-08-01,,,,,,,,,8.920589927,8.4,1.712902552952798,1.5872716822597064
1975-09-01,,,,,,,,,8.520421165,8.4,1.5635987294538978,1.5872716822597064
1975-10-01,,,,,,,,62.95,8.109587525,8.4,1.4103158170961092,1.5872716822597064
1975-11-01,,,,,,,,,8.092959791,8.3,1.4041119738727776,1.5287798960469388
1975-12-01,,,,,,,,,7.685189103,8.2,1.2519718554764867,1.4702881098341702
1976-01-01,,,,,,,,62.86,7.691042386,7.9,1.2541557279195865,1.2948127511958676
